Canonical_SMILES,Standardized_SMILES,Toxicity_Value
CC(NC(=O)c1ccccc1)c1nc2ccccc2n1Cc1ccccc1F,CC(NC(=O)c1ccccc1)c1nc2ccccc2n1Cc1ccccc1F,1
Cc1ccc(-c2nc3ccccc3s2)cc1NC(=S)NC(=O)c1ccccc1,Cc1ccc(-c2nc3ccccc3s2)cc1NC(=S)NC(=O)c1ccccc1,0
CC1(C)CC[C@]2(C)CC[C@@]3(C)C(=CCC4[C@]3(C)CCC3C(C)(C)C(O)CC[C@@]34C)C2C1,CC1(C)CC[C@]2(C)CC[C@@]3(C)C(=CCC4[C@@]5(C)CCC(O)C(C)(C)C5CC[C@@]43C)C2C1,0
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1,1
CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1.CS(=O)(=O)O,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,0
C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,0
ClC1=C(Cl)[C@]2(Cl)[C@H]3[C@H]([C@H]4C=C[C@H]3C4)[C@@]1(Cl)C2(Cl)Cl,ClC1=C(Cl)[C@]2(Cl)[C@H]3[C@H]([C@H]4C=C[C@H]3C4)[C@@]1(Cl)C2(Cl)Cl,1
C=C1C[C@@]23C[C@@]1(O)CC[C@@H]2[C@]12C=C[C@@H](O)[C@](C)(C(=O)O1)[C@@H]2[C@@H]3C(=O)O,C=C1C[C@@]23C[C@@]1(O)CC[C@@H]2[C@]12C=C[C@@H](O)[C@](C)(C(=O)O1)[C@@H]2[C@@H]3C(=O)O,0
COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@H]2CCN(Cc3ccccc3)C2)[C@H]1c1cccc([N+](=O)[O-])c1.Cl,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@H]2CCN(Cc3ccccc3)C2)[C@H]1c1cccc([N+](=O)[O-])c1,0
O=S(=O)([O-])CCS.[Na+],O=S(=O)(O)CCS,0
COc1cc2cc(CN(CCCO)S(=O)(=O)c3ccccc3Cl)c(O)nc2cc1OC,COc1cc2cc(CN(CCCO)S(=O)(=O)c3ccccc3Cl)c(O)nc2cc1OC,0
COC(=O)c1ccc(C(/C=C/[C@@H](C)C(=O)NCc2ccc(OC)c(O)c2)NC(=O)OCc2ccccc2)cc1,COC(=O)c1ccc(C(/C=C/[C@@H](C)C(=O)NCc2ccc(OC)c(O)c2)NC(=O)OCc2ccccc2)cc1,1
C=C(C)CNCCN,C=C(C)CNCCN,0
Cc1cc(OC(=O)N(C)C)nn1C(=O)N(C)C,Cc1cc(OC(=O)N(C)C)nn1C(=O)N(C)C,0
CS(=O)(=O)Nc1cccc(-c2ccc3ncnc(Nc4ccccc4)c3c2)c1,CS(=O)(=O)Nc1cccc(-c2ccc3ncnc(Nc4ccccc4)c3c2)c1,1
CNC(=O)[C@H]1O[C@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@@H](O)[C@@H]1O,CNC(=O)[C@H]1O[C@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@@H](O)[C@@H]1O,0
CC(=O)Nc1ccc(Nc2ncc([N+](=O)[O-])c(Nc3ccc(NC(C)=O)cc3)n2)cc1,CC(=O)Nc1ccc(Nc2ncc([N+](=O)[O-])c(Nc3ccc(NC(C)=O)cc3)n2)cc1,1
Cc1cnc(CNc2ncnc3ccc(-c4ccccc4CN(C)C)cc23)cn1,Cc1cnc(CNc2ncnc3ccc(-c4ccccc4CN(C)C)cc23)cn1,1
CCOC(=O)CSc1cc(C(F)(F)F)nc(-c2ccccn2)n1,CCOC(=O)CSc1cc(C(F)(F)F)nc(-c2ccccn2)n1,0
CC(Cc1ccccc1)C(=O)NCc1ccncc1,CC(Cc1ccccc1)C(=O)NCc1ccncc1,1
Nc1nc(SCc2ccccc2)c2ncn(Cc3ccccc3)c2n1,Nc1nc(SCc2ccccc2)c2ncn(Cc3ccccc3)c2n1,1
Nc1nc(Sc2ccc([N+](=O)[O-])c3nonc23)c2nc[nH]c2n1,Nc1nc(Sc2ccc([N+](=O)[O-])c3nonc23)c2nc[nH]c2n1,1
CCN(CC)S(=O)(=O)c1ccc(C(=O)NC2=C(C(=O)OC)SCC2)cc1,CCN(CC)S(=O)(=O)c1ccc(C(=O)NC2=C(C(=O)OC)SCC2)cc1,1
CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,0
c1cn(-c2ncnc3ccc(-c4ccoc4)cc23)cn1,c1cn(-c2ncnc3ccc(-c4ccoc4)cc23)cn1,1
Cc1ccc(N(C(=O)C(F)(F)F)C(C(=O)NC2CCCCC2)c2cccs2)cc1C,Cc1ccc(N(C(=O)C(F)(F)F)C(C(=O)NC2CCCCC2)c2cccs2)cc1C,0
Oc1nc(O)nc(O)n1,Oc1nc(O)nc(O)n1,0
Cc1ccc2c(c1)N(CCC(=O)N1CCC3(CC1)OCCO3)C(=O)C(C)O2,Cc1ccc2c(c1)N(CCC(=O)N1CCC3(CC1)OCCO3)C(=O)C(C)O2,1
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12.CS(=O)(=O)O,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,0
CCNc1nc(NC(C)CC)nc(OC)n1,CCNc1nc(NC(C)CC)nc(OC)n1,0
CCC(=O)N[C@@H]1CCc2cccc(OC)c2C1,CCC(=O)N[C@@H]1CCc2cccc(OC)c2C1,0
CC(C)C(C)/C=C/C(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C,CC(C)C(C)/C=C/C(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C,0
Clc1ccc(-c2nnc(-c3ccco3)o2)cc1,Clc1ccc(-c2nnc(-c3ccco3)o2)cc1,1
CCOC(=O)c1c(NC(=O)CSc2nnc(C)s2)sc2c1CCCCC2,CCOC(=O)c1c(NC(=O)CSc2nnc(C)s2)sc2c1CCCCC2,1
N[C@@H](CCCCO)C(=O)O,N[C@@H](CCCCO)C(=O)O,0
O=C(N/N=C1/C[C@@H](O)[C@@H](O)[C@H]2[C@@H]1CC[C@@H]1C(=O)N(c3cccc(Oc4ccccc4)c3)C(=O)[C@H]12)OCc1ccccc1,O=C(N/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(c4cccc(Oc5ccccc5)c4)C(=O)[C@H]3CC[C@H]12)OCc1ccccc1,0
Cc1cc(C2(c3cc(C)c(O)cc3C)OS(=O)(=O)c3ccccc32)c(C)cc1O,Cc1cc(C2(c3cc(C)c(O)cc3C)OS(=O)(=O)c3ccccc32)c(C)cc1O,1
C[n+]1ccn(CCO)c1.F[B-](F)(F)F,C[n+]1ccn(CCO)c1.F[B-](F)(F)F,0
COc1ccc(-n2nnnc2/C=C\Nc2ccccc2C(=O)c2ccccc2)cc1,COc1ccc(-n2nnnc2/C=C\Nc2ccccc2C(=O)c2ccccc2)cc1,1
COC(=O)N1CCC2(CCCN(c3ccncc3)C2)CC1,COC(=O)N1CCC2(CCCN(c3ccncc3)C2)CC1,0
COc1ccc(C(O)c2nccn2Cc2ccccc2)cc1,COc1ccc(C(O)c2nccn2Cc2ccccc2)cc1,1
COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@H]2c3cc(C(=O)N(C)C)n(Cc4ccc(OC(F)(F)F)cc4)c3C[C@H]2CN1C(=O)c1ccccc1,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@H]2c3cc(C(=O)N(C)C)n(Cc4ccc(OC(F)(F)F)cc4)c3C[C@H]2CN1C(=O)c1ccccc1,0
C=C(C)[C@@H]1[C@@H]2C(=O)O[C@H]1[C@H]1OC(=O)[C@@]34O[C@@H]3C[C@]2(O)[C@]14C,C=C(C)[C@H]1[C@H]2OC(=O)[C@@H]1[C@]1(O)C[C@H]3O[C@]34C(=O)O[C@H]2[C@@]14C,0
COc1ccc2c(c1)C(=O)N(c1ccccc1)C(=O)C2,COc1ccc2c(c1)C(=O)N(c1ccccc1)C(=O)C2,1
CC(=O)C=CC1=C(C)CCCC1(C)C,CC(=O)C=CC1=C(C)CCCC1(C)C,0
CCCCCCCCS(=O)(=O)Cl,CCCCCCCCS(=O)(=O)Cl,0
C[C@H](NCCc1ccc(O)cc1)[C@H](O)c1ccc(O)cc1.Cl,C[C@H](NCCc1ccc(O)cc1)[C@H](O)c1ccc(O)cc1,0
Fc1ccc(Cn2c(SCc3ccc(F)c(C(F)(F)F)c3)nnc2C(F)(F)F)cc1,Fc1ccc(Cn2c(SCc3ccc(F)c(C(F)(F)F)c3)nnc2C(F)(F)F)cc1,1
CN(C)c1oc(-c2ccccc2)nc1C#N,CN(C)c1oc(-c2ccccc2)nc1C#N,0
O=S(=O)(c1ccccc1)N1CCC2(CCCN(c3ccccc3)C2)CC1,O=S(=O)(c1ccccc1)N1CCC2(CCCN(c3ccccc3)C2)CC1,1
O=C(c1csnn1)N1CCC2(CC1)CCN(C(c1ccccc1)c1ccccc1)CC2,O=C(c1csnn1)N1CCC2(CC1)CCN(C(c1ccccc1)c1ccccc1)CC2,0
COC(=O)[C@@H]1C[C@H]2CC[C@H](O)C[C@H]2N1Cc1ccccc1OS(=O)(=O)c1ccc(C)cc1,COC(=O)[C@@H]1C[C@H]2CC[C@H](O)C[C@H]2N1Cc1ccccc1OS(=O)(=O)c1ccc(C)cc1,1
O=C1CC(N2CC=C(c3ccc(F)cc3)CC2)C(=O)N1c1ccc(F)cc1,O=C1CC(N2CC=C(c3ccc(F)cc3)CC2)C(=O)N1c1ccc(F)cc1,0
O=C1NC(=O)[C@@H]2CC=CC[C@H]12,O=C1NC(=O)[C@@H]2CC=CC[C@H]12,0
C[n+]1cccc(C(=O)[O-])c1,C[n+]1cccc(C(=O)[O-])c1,0
NC(=S)Nc1ccccc1,NC(=S)Nc1ccccc1,0
COP(=O)(OC)SCn1c(=O)oc2cc(Cl)cnc21,COP(=O)(OC)SCn1c(=O)oc2cc(Cl)cnc21,0
CCOC(=O)CN1C(=O)C(Sc2n[nH]c(-c3ccc(C)cc3)n2)CCc2ccccc21,CCOC(=O)CN1C(=O)C(Sc2n[nH]c(-c3ccc(C)cc3)n2)CCc2ccccc21,1
C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@H]3CC[C@H]4C[C@H](O)CC[C@@]4(C)[C@@H]3CC[C@@]21C,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@H]3CC[C@H]4C[C@H](O)CC[C@@]4(C)[C@@H]3CC[C@@]21C,0
CC(C)(C)CC(C)(C)c1cc(O)c(O)c(CN2CCCCC2)c1,CC(C)(C)CC(C)(C)c1cc(O)c(O)c(CN2CCCCC2)c1,0
OCC(O)CS,OCC(O)CS,0
C[C@H]1CN(S(=O)(=O)c2cccc3cnccc23)CCN1,C[C@H]1CN(S(=O)(=O)c2cccc3cnccc23)CCN1,0
Cc1ccc(C(C)C)c(O)c1,Cc1ccc(C(C)C)c(O)c1,0
Sc1nnc(C2CCCCC2)n1/N=C/c1cccs1,Sc1nnc(C2CCCCC2)n1/N=C/c1cccs1,1
CCCc1cc2c(cc1NC(=O)c1ccccc1Cl)OCO2,CCCc1cc2c(cc1NC(=O)c1ccccc1Cl)OCO2,1
CCCCC(=O)N/N=C(\C)CC(=O)Nc1cc(Cl)ccc1OC,CCCCC(=O)N/N=C(\C)CC(=O)Nc1cc(Cl)ccc1OC,0
Cc1ccc(-c2c(C)sc(NC(=O)C3C4CCC(O4)C3C(=O)O)c2C(=O)OC(C)C)cc1,Cc1ccc(-c2c(C)sc(NC(=O)C3C4CCC(O4)C3C(=O)O)c2C(=O)OC(C)C)cc1,0
c1ccc(CN2CCC3(CCc4ccccc43)CC2)cc1,c1ccc(CN2CCC3(CCc4ccccc43)CC2)cc1,1
C[C@@H]1O[C@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@@H]4[C@H](CC[C@]3(O)C2)[C@]2(O)CC[C@H](C3=CC(=O)OC3)[C@@]2(C)C[C@H]4O)[C@@H](O)[C@H](O)[C@H]1O,C[C@@H]1O[C@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@@]5(O)[C@H]4CC[C@]3(O)C2)[C@@H](O)[C@H](O)[C@H]1O,0
CS(=O)(=O)Nc1cccc(-c2cncnc2Nc2ccccc2)c1,CS(=O)(=O)Nc1cccc(-c2cncnc2Nc2ccccc2)c1,0
CCCCOP(=O)(OCCCC)OCCCC,CCCCOP(=O)(OCCCC)OCCCC,1
O=C(CSc1c[nH]c2ccccc12)N1CCOCC1,O=C(CSc1c[nH]c2ccccc12)N1CCOCC1,1
COc1cc2c3cc1Oc1c(OC)c(OC)cc4c1[C@@H](Cc1ccc(O)c(c1)Oc1ccc(cc1)C[C@@H]3N(C)CC2)CN(C)C4,COc1cc2c3cc1Oc1c(OC)c(OC)cc4c1[C@@H](Cc1ccc(O)c(c1)Oc1ccc(cc1)C[C@@H]3N(C)CC2)CN(C)C4,0
CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1.O=C(O)C(=O)O,CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1.O=C(O)C(=O)O,0
COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@H]2c3cc(C(=O)N(C)C)n(CCF)c3C[C@H]2CN1C(=O)c1ccccc1,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@H]2c3cc(C(=O)N(C)C)n(CCF)c3C[C@H]2CN1C(=O)c1ccccc1,1
Cc1noc(C)c1-c1nc(N2CCN(C)CC2)c2ccccc2n1,Cc1noc(C)c1-c1nc(N2CCN(C)CC2)c2ccccc2n1,0
c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,1
O=S(=O)(c1ccccc1)N1CCC2(CCCN(c3ccncc3)C2)CC1,O=S(=O)(c1ccccc1)N1CCC2(CCCN(c3ccncc3)C2)CC1,1
O=NN1CCOCC1,O=NN1CCOCC1,0
CCc1c2c(nc3ccc(OC)cc13)OC(CC)C2,CCc1c2c(nc3ccc(OC)cc13)OC(CC)C2,0
O=C(c1ccc(Cl)c(S(=O)(=O)NCc2ccccc2)c1)N1CCN(c2ccccn2)CC1,O=C(c1ccc(Cl)c(S(=O)(=O)NCc2ccccc2)c1)N1CCN(c2ccccn2)CC1,1
CN1CCC(=NNC(=O)CSCc2ccccc2)CC1,CN1CCC(=NNC(=O)CSCc2ccccc2)CC1,1
N=C(N)NCCC[C@H](N)C(=O)O,N=C(N)NCCC[C@H](N)C(=O)O,0
CCCOC(=O)[C@H]1[C@@H]2CC[C@@H](O2)[C@@H]1C(=O)O,CCCOC(=O)[C@@H]1[C@@H](C(=O)O)[C@H]2CC[C@@H]1O2,0
C=CCC1(c2ccccc2)Oc2ccccc2-c2nc3cc(Cl)c(Cl)cc3nc21,C=CCC1(c2ccccc2)Oc2ccccc2-c2nc3cc(Cl)c(Cl)cc3nc21,0
COc1ccccc1/C=N/NC(=O)CC(=O)Nc1ccc(Cl)c(Cl)c1,COc1ccccc1/C=N/NC(=O)CC(=O)Nc1ccc(Cl)c(Cl)c1,1
CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1c(F)c(F)cc(F)c1F,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1c(F)c(F)cc(F)c1F,0
COc1cccc(OCCCOc2ccccc2C(C)C)c1,COc1cccc(OCCCOc2ccccc2C(C)C)c1,1
COc1ccc(-c2nc(N)c3ncn([C@H]4O[C@@H](CO)[C@@H](O)[C@@H]4O)c3n2)cc1,COc1ccc(-c2nc(N)c3ncn([C@H]4O[C@@H](CO)[C@@H](O)[C@@H]4O)c3n2)cc1,0
COc1ccc(NC(=O)N2CCC3(CC2)CCN(C(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)CC3)cc1,COc1ccc(NC(=O)N2CCC3(CC2)CCN(C(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)CC3)cc1,0
CCCC1(C)Nc2ccccc2-c2nc3ccccc3n21,CCCC1(C)Nc2ccccc2-c2nc3ccccc3n21,1
N#CCc1ccccc1,N#CCc1ccccc1,0
CC(=O)N(C[C@@H](C)C(=O)O)c1c(I)cc(I)c(N)c1I,CC(=O)N(C[C@@H](C)C(=O)O)c1c(I)cc(I)c(N)c1I,0
CCCCCC=CCC(=O)OC,CCCCCC=CCC(=O)OC,0
C[C@H](CO)NC(=O)[C@H](C)[C@H]1C[C@]1(C)[C@H](NC(=O)OCc1ccccc1)c1ccccc1,C[C@H](CO)NC(=O)[C@H](C)[C@H]1C[C@]1(C)[C@H](NC(=O)OCc1ccccc1)c1ccccc1,1
CSC(=O)c1cccc2nnsc12,CSC(=O)c1cccc2nnsc12,0
COC(=O)N1CCC2(CCN(C(=O)Nc3cccc(C#N)c3)CC2)CC1,COC(=O)N1CCC2(CCN(C(=O)Nc3cccc(C#N)c3)CC2)CC1,0
C[C@@H]1C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@]3(Cl)[C@@H](O)C[C@@]2(C)[C@@]1(O)C(=O)CO,C[C@@H]1C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@]3(Cl)[C@@H](O)C[C@@]2(C)[C@@]1(O)C(=O)CO,0
C=CC/N=C1\CC(C)(C)CC(O)=C1C(=O)c1ccccc1,C=CC/N=C1\CC(C)(C)CC(O)=C1C(=O)c1ccccc1,1
N[C@@H](C(=O)O)c1ccc(C(=O)O)cc1,N[C@@H](C(=O)O)c1ccc(C(=O)O)cc1,0
COc1ccc2c(c1)OC1=C(C(=O)CCC1)C2C1=C(O)CCCC1=O,COc1ccc2c(c1)OC1=C(C(=O)CCC1)C2C1=C(O)CCCC1=O,1
CCc1ccc2c(c1)cc(CN(C(=S)Nc1cccc(C)c1)C1CC1)c1nnnn12,CCc1ccc2c(c1)cc(CN(C(=S)Nc1cccc(C)c1)C1CC1)c1nnnn12,1
Cc1cc(C)c(C)c(C)c1,Cc1cc(C)c(C)c(C)c1,0
Cc1ccc(N)cc1Cl,Cc1ccc(N)cc1Cl,0
CS(=O)(=O)Nc1cc2occ(NC=O)c(=O)c2cc1Oc1ccccc1,CS(=O)(=O)Nc1cc2occ(NC=O)c(=O)c2cc1Oc1ccccc1,0
CN1CCN(c2ncncc2-c2ccc(C(=O)N(C)C)cc2)CC1,CN1CCN(c2ncncc2-c2ccc(C(=O)N(C)C)cc2)CC1,0
Cc1ccc2c(c1)N(CCC(=O)NCc1cccnc1)C(=O)CO2,Cc1ccc2c(c1)N(CCC(=O)NCc1cccnc1)C(=O)CO2,1
Cc1ccc(C)c(NC(=O)C2(C)CC3c4ccccc4C2c2ccccc23)c1,Cc1ccc(C)c(NC(=O)C2(C)CC3c4ccccc4C2c2ccccc23)c1,1
Clc1ccccc1-c1nc(-n2ccnc2)c2ccccc2n1,Clc1ccccc1-c1nc(-n2ccnc2)c2ccccc2n1,1
CC(C)(C)c1ccc(C(=O)NCCC(=O)NCc2ccco2)cc1,CC(C)(C)c1ccc(C(=O)NCCC(=O)NCc2ccco2)cc1,1
Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1.O=[N+]([O-])O,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,0
CCN(Cc1ccccc1)Cc1cccc([N+](=O)[O-])c1,CCN(Cc1ccccc1)Cc1cccc([N+](=O)[O-])c1,1
O=C(CN1C(=O)NC2(CCCC2)C1=O)NCCC1=CCCCC1,O=C(CN1C(=O)NC2(CCCC2)C1=O)NCCC1=CCCCC1,1
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,1
Nc1cc(C(Cl)=C(Cl)Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,Nc1cc(C(Cl)=C(Cl)Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,0
O=C(CCC(=O)Nc1ccccc1)NNC(=O)c1cccs1,O=C(CCC(=O)Nc1ccccc1)NNC(=O)c1cccs1,0
CC/C(C)=N/O,CC/C(C)=N/O,0
COc1ccc(C(=O)N2CCC[C@@]3(CCN(C(=O)Nc4cccc(C#N)c4)C3)C2)cc1,COc1ccc(C(=O)N2CCC[C@@]3(CCN(C(=O)Nc4cccc(C#N)c4)C3)C2)cc1,0
O=C(Nc1ccc(S(=O)(=O)N2CCCC2)cc1)c1ccc(CN2CCOCC2)cc1,O=C(Nc1ccc(S(=O)(=O)N2CCCC2)cc1)c1ccc(CN2CCOCC2)cc1,0
CC1CCc2c(C(=O)NCCN3CCOCC3)csc2C1,CC1CCc2c(C(=O)NCCN3CCOCC3)csc2C1,1
O=C(CN1C(=O)C2C3C=CC(C3)C2C1=O)Nc1ccc(C(=O)O)cc1,O=C(CN1C(=O)C2C3C=CC(C3)C2C1=O)Nc1ccc(C(=O)O)cc1,0
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,0
COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@H]2c3cc(C(=O)N(C)C)n(Cc4cccc5ccccc45)c3C[C@H]2CN1C(=O)c1ccccc1,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@H]2c3cc(C(=O)N(C)C)n(Cc4cccc5ccccc45)c3C[C@H]2CN1C(=O)c1ccccc1,1
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,0
CNc1ccc2oc(C[C@@H]3O[C@@]4(CC[C@H]3C)O[C@@H]([C@@H](C)C(=O)c3ccc[nH]3)[C@@H](C)C[C@H]4C)nc2c1C(=O)O,CNc1ccc2oc(C[C@@H]3O[C@@]4(CC[C@H]3C)O[C@@H]([C@@H](C)C(=O)c3ccc[nH]3)[C@@H](C)C[C@H]4C)nc2c1C(=O)O,0
Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(O)O[C@H]2[C@@H]1O,Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(O)O[C@H]2[C@@H]1O,0
CCOC(=O)C1=C(O)C(=O)N(c2ccc(S(N)(=O)=O)cc2)C1c1ccc(OC)cc1,CCOC(=O)C1=C(O)C(=O)N(c2ccc(S(N)(=O)=O)cc2)C1c1ccc(OC)cc1,0
C=C(C)CCC[C@H](C)CCO,C=C(C)CCC[C@H](C)CCO,0
CCCN1CCC[C@H](c2cccc(O)c2)C1,CCCN1CCC[C@H](c2cccc(O)c2)C1,0
COc1nn(CSP(=S)(OC)OC)c(=O)s1,COc1nn(CSP(=S)(OC)OC)c(=O)s1,0
COc1ccccc1CNc1ncnc2ccc(-c3ccccc3OC)cc12,COc1ccccc1CNc1ncnc2ccc(-c3ccccc3OC)cc12,1
c1cncc(-c2cc(-n3ccnc3)ncn2)c1,c1cncc(-c2cc(-n3ccnc3)ncn2)c1,1
CCCN(C1CCN(C(=O)C2CCNCC2)CC1)[C@@H]1CCc2ccc(OC)cc2C1,CCCN(C1CCN(C(=O)C2CCNCC2)CC1)[C@@H]1CCc2ccc(OC)cc2C1,1
O=C(CCSc1ccc(Cl)cc1)N1CCCCCC1,O=C(CCSc1ccc(Cl)cc1)N1CCCCCC1,1
Cc1ccc(-n2c(O)cnc2Nc2nc(C)cc(C)n2)cc1,Cc1ccc(-n2c(O)cnc2Nc2nc(C)cc(C)n2)cc1,0
Cc1ccc(-n2ccnc2SCC(=O)N(CC(C)C)C2CCS(=O)(=O)C2)c(C)c1,Cc1ccc(-n2ccnc2SCC(=O)N(CC(C)C)C2CCS(=O)(=O)C2)c(C)c1,1
N=C(N)N/N=C(\c1ccc(Cl)cc1)C1CC1,N=C(N)N/N=C(\c1ccc(Cl)cc1)C1CC1,0
O=S(=O)(c1ccccc1)c1ccccc1,O=S(=O)(c1ccccc1)c1ccccc1,0
COC(OC)(C(=O)c1ccccc1)c1ccccc1,COC(OC)(C(=O)c1ccccc1)c1ccccc1,1
On1c(-c2ccccc2)nc2ccc(Cl)cc21,On1c(-c2ccccc2)nc2ccc(Cl)cc21,1
COCCNC(=O)c1cn(Cc2c(F)cccc2Cl)nn1,COCCNC(=O)c1cn(Cc2c(F)cccc2Cl)nn1,1
Clc1cccc(Nc2ncnc3ccc(Br)cc23)c1,Clc1cccc(Nc2ncnc3ccc(Br)cc23)c1,1
CCCC12CN3CC(CCC)(CN(C1)C3C(O)C(O)C(O)CO)C2=O,CCCC12CN3CC(CCC)(CN(C1)C3C(O)C(O)C(O)CO)C2=O,0
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)c1cccc(S(=O)(=O)[O-])c1.[Na+],C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)c1cccc(S(=O)(=O)O)c1,1
COC(=O)C/C=C\[C@@H](C)[C@@H](/C=N\O[C@@H](C)c1cc(-c2c(C)cc(C)cc2C)no1)NS(=O)(=O)c1ccc(C)cc1,COC(=O)C/C=C\[C@@H](C)[C@@H](/C=N\O[C@@H](C)c1cc(-c2c(C)cc(C)cc2C)no1)NS(=O)(=O)c1ccc(C)cc1,0
COc1cc(/C=N/Nc2snc(SC)c2C#N)cc(OC)c1OC,COc1cc(/C=N/Nc2snc(SC)c2C#N)cc(OC)c1OC,1
CCOc1ccc2nc(O)c(CN(CCc3ccccc3)C(=O)N3CCOCC3)cc2c1,CCOc1ccc2nc(O)c(CN(CCc3ccccc3)C(=O)N3CCOCC3)cc2c1,1
O=C(COc1ccccc1)Nc1ccc(-c2nnc(-c3ccco3)o2)cc1,O=C(COc1ccccc1)Nc1ccc(-c2nnc(-c3ccco3)o2)cc1,0
